#thread	#p0	#p1	#p2	#p3	#p4	#p5	#p6	#p7	#p8	#p9	#p10	#p11
1	241499.709399	205501.548179	183360.316536	177361.317762	169015.400320	162476.822324	154547.862144	145804.959195	137556.981062	129498.524614	122186.310830	112051.343122	
2	458580.217715	375255.101669	335775.697997	326240.175021	308782.897794	291773.285123	277506.497609	261644.456761	242544.440905	229439.393011	216978.959195	196737.638058	
3	610420.250098	512179.911882	450362.981874	419721.959999	397729.253388	391763.596808	366763.196108	350338.229738	328247.692317	305921.118343	287634.552303	263057.769864	
4	727026.934089	609060.242426	548069.437782	519799.022853	492186.785916	466838.477118	445409.838398	418489.441947	391377.397202	364959.281732	338748.146390	317839.945087	
5	815476.807072	683059.773957	613234.358896	579211.268732	547075.640421	523314.625624	498221.967746	468624.304170	439463.561618	411312.224884	383907.419152	352836.924528	
6	863801.124971	750851.475760	664854.593343	639309.490097	598404.262699	574074.647921	539872.936223	512973.086791	482151.032530	446987.345343	417534.680155	384076.059255	
7	932151.942041	796768.413862	729223.500543	713907.529110	667018.657454	632109.319357	603125.780850	563962.681395	530989.023111	493264.047636	455865.134502	424722.346124	
8	951723.763672	861977.162566	762736.032974	727231.174059	698422.940556	661436.711553	627335.939367	593103.992060	544737.825029	510705.472550	477403.671919	441764.636266	
9	1016473.635514	893704.051358	794796.990197	754387.129843	727457.939771	684049.149923	646279.457916	603897.129451	555083.749992	535631.816315	502256.242881	462228.722660	
10	1040276.227976	931570.635791	817218.610240	777922.999080	747328.029438	704112.761200	660325.482545	625790.961249	577397.577684	550003.870837	508506.586431	465507.149802	
11	1017768.875447	915894.079791	822655.769498	765769.520914	747765.532177	703498.586090	669136.292352	633601.552013	584111.877198	546153.416907	503276.094155	470173.328095	
12	949741.526950	848019.559501	769720.571887	721218.352688	694024.272140	660914.361611	618180.953391	576552.776741	567284.589778	535134.850207	480886.555650	442877.968761	
13	979375.673736	860747.973277	756240.878367	728298.815014	692293.234525	636764.879520	618111.706149	590427.141386	554404.498317	524373.973654	482178.039105	448918.149716	
14	950969.710653	815345.025808	755754.200350	698866.445028	679512.061749	637702.056962	606295.762686	598990.529443	548073.957882	508083.818451	480808.666083	434425.176211	
15	968016.287484	822006.713332	755479.962020	726167.625479	688070.178776	669709.648587	591295.351217	588588.395473	545286.698652	512014.596425	473197.494473	438947.121552	
16	955191.427420	849519.863063	746064.144114	711965.480538	643715.571817	666955.847668	576128.728964	557916.639324	540354.095179	518898.527291	487675.582901	450549.200582	
17	959824.849951	854321.574020	745580.306832	704355.865410	706827.018868	628009.086753	624568.312763	566360.542147	544766.649281	515378.290563	491295.089579	440481.333737	
18	1009714.464189	856592.771571	748336.754066	735718.486060	728848.997034	676424.558076	666505.569037	613339.692031	583555.173268	556334.407843	512873.607744	477317.898636	
19	964007.896329	873879.854483	790693.882405	762392.791400	739359.105207	727733.307134	647238.788421	621947.301427	571512.684457	535335.586374	492754.664676	470859.372838	
20	987636.300026	884012.442256	849259.027492	747742.105449	735383.988288	688235.668693	672360.164339	644043.381998	598898.512047	533476.191513	512382.801103	490608.232415	
