#thread	#p0	#p1	#p2	#p3	#p4	#p5	#p6	#p7	#p8	#p9	#p10	#p11
1	295497.590427	249507.106343	224697.575815	214491.256320	206175.211332	198081.988394	190341.844397	180466.568194	172247.806227	162229.460282	153172.443147	142751.930527	
2	243003.148885	211779.138190	189416.396857	182095.292633	175214.859215	168743.593143	161171.570989	154024.743930	146298.159174	138683.342828	130711.586772	122687.815496	
3	233421.464210	209850.965000	187566.992517	179768.494641	172634.067786	165836.615530	158388.769542	154056.328931	145581.385525	137787.117549	130639.229763	120221.884763	
4	251617.549219	214667.166167	199937.319002	186905.333521	180431.077243	172128.406390	164813.198473	158341.388722	150697.131413	141848.181519	132873.143423	125515.962262	
5	236665.979799	215477.179943	188063.506188	182407.058743	181435.617977	163404.765377	156273.923036	154062.579334	144835.084792	139807.663771	130887.120358	123770.212039	
6	237956.045654	221511.899754	188701.689103	188193.308641	182902.228904	171686.028988	165210.181705	162233.739870	142413.193963	143654.769454	132060.823959	121907.993680	
7	217016.847870	208733.594774	199358.186391	175804.607308	184786.761435	179393.788102	160922.081293	150648.703935	148107.704405	143053.191161	132362.553911	123740.537324	
8	238965.527066	221383.593211	181229.996355	180554.298548	170085.724351	176434.838764	166488.366324	151337.464524	147175.768593	141856.491796	133063.016713	123064.376994	
9	224653.723171	225528.689679	186097.970356	186458.636782	174475.493044	162420.021885	158938.391222	156164.936559	146928.543036	136031.745274	128985.504858	118845.334501	
10	214002.132314	200218.240346	182017.182391	186476.892765	170073.541924	166576.643261	157072.469665	148564.030473	146077.831904	134594.003187	128467.444567	121160.036285	
11	224140.402290	207485.161519	181533.077772	175699.069019	165568.515698	165753.355425	158902.300198	150717.801160	143027.311933	135374.358936	128617.216697	118148.195067	
12	204893.683515	194725.634973	180423.676500	179822.535019	168967.831722	160686.453822	157066.510557	146794.862948	139812.097600	130533.767128	127984.173353	118099.819310	
13	227026.332227	203695.547623	177749.798202	169391.344813	165907.966327	164487.474744	160867.106842	150614.776914	138331.063082	135193.536368	123772.015051	118832.789537	
14	219417.872313	213734.030397	182361.941249	171275.064671	165891.580290	157397.746656	152330.675003	149342.544625	143348.607909	131622.580092	127211.310400	115944.273215	
15	224630.251608	196362.825069	171061.110191	170916.077872	165472.309945	162275.029467	156174.606971	147494.439573	138679.427382	131582.387692	124066.947159	118643.102633	
16	205069.592593	202063.884845	177215.432016	167155.378481	169191.178113	161763.717662	154387.675450	144832.830974	142108.085216	135878.642521	125972.881559	118315.760279	
17	210820.965754	202481.130444	173487.391574	174390.085806	167450.274552	165842.928053	156417.797747	150662.019933	134844.306770	134697.252905	124707.455962	116085.963312	
18	212846.581707	206593.358910	177861.942213	173810.099982	158378.239077	158654.980048	156098.566893	141207.307230	141696.214848	129208.760048	119274.156855	110507.084899	
19	206682.578294	196061.115398	165041.453771	166521.604536	165771.641698	161059.993542	147950.408794	146090.117525	136875.448959	133018.103575	123823.375606	116625.112298	
20	210236.982920	198479.614476	174135.546416	169502.098821	163869.558825	158084.703691	151735.013532	145824.656831	134279.632353	132080.621307	121574.317918	116718.498745	
