Benchmark,Heuristic,Throughput,Error
intruder,baseline,1409448.906015,0.357877
intruder,h0,2588464.580255,1.813137
intruder,h1,2653345.726727,0.328890
vacation,baseline,737171.017797,0.003019
vacation,h0,775686.159211,0.260030
vacation,h1,796542.395052,0.067122
genome,baseline,1530869.898265,0.040971
genome,h0,1556374.630423,0.578662
genome,h1,1592675.641072,0.129233
