#thread	#p0	#p1	#p2	#p3	#p4	#p5	#p6	#p7	#p8	#p9	#p10	#p11
1	324523.103747	269015.980153	239876.715029	230934.582902	221167.130580	211071.690643	201501.860836	191375.445427	181244.033751	170772.891219	160023.935752	148932.026194	
2	416657.788144	350524.330440	309053.680098	296280.144538	290095.366007	277299.877309	259829.052333	246030.839788	231308.213251	216484.980460	199909.683520	189011.364317	
3	418636.061511	347681.073427	323348.665514	302919.450178	289169.149515	278460.251587	257530.227107	243334.708780	235848.418535	219978.747338	204460.007716	191227.216432	
4	428712.453100	348975.707624	324133.061305	305596.490309	293529.676964	271927.807707	263573.140136	253289.729860	233857.143782	223528.221740	209389.576975	195314.744369	
5	419659.771154	349314.628627	316038.730606	306688.011815	295088.681764	280223.557526	263059.433387	252449.020960	234655.084528	221257.215963	206187.997467	192808.154736	
6	429243.689117	350779.365075	323177.559136	309692.829227	293786.764308	283562.863669	269770.573503	254087.815288	236070.861905	223138.352778	210544.573735	196027.676544	
7	409958.557997	352597.295541	317472.212632	304381.188904	291194.991003	280704.860926	267039.453118	247210.018503	238073.671328	222633.385615	208569.555044	194101.860118	
8	402419.789370	345870.622091	317055.305108	306609.592316	295372.766958	279684.344747	264449.429942	251669.107222	238761.398803	225919.624335	208512.746595	192646.331787	
9	405054.921500	345570.797588	319815.037810	300016.342263	295348.862293	275139.803324	264388.443293	251431.741971	239486.764101	223135.892956	209480.901146	195682.941214	
10	397676.759290	348855.582105	321254.973221	302560.279280	293635.540699	278163.478778	263919.232773	249016.588896	240244.533139	222157.827918	205562.647784	192564.286204	
11	400456.720979	348565.974821	317131.169441	302717.834702	287681.309567	279433.982242	264815.782050	249650.643599	236445.068893	223264.406902	210891.306180	191963.437838	
12	401952.626228	341504.834925	313432.088264	299716.908638	294919.313370	277471.869086	262825.324924	247587.897178	234433.105500	219789.321281	208615.335234	193072.490111	
13	392413.485830	343297.402231	314348.706907	300023.718875	287026.803834	273872.605920	262890.706841	247812.733022	235554.097656	219470.466780	207861.543978	193821.303250	
14	390361.914165	339390.226237	310502.337197	299893.574944	286422.257985	275351.098972	261799.044343	244441.511133	233641.936436	217546.069269	207440.907631	191121.538803	
15	386328.925802	337281.482322	308116.147259	300183.864118	289253.176078	273857.753503	258198.451886	248047.701361	233116.036023	220152.679049	206424.835768	192011.564665	
16	381491.382730	334988.429920	310202.274508	295430.696027	285721.297385	272619.460883	257221.777423	246325.895822	233005.355449	219652.825815	207554.556502	192352.388130	
17	376578.216467	339506.679971	309566.899818	297476.319563	284557.473456	273403.121601	259232.552593	247345.794545	230814.761284	220359.811191	206802.938299	190556.027061	
18	381794.550356	335573.266009	309151.058982	290019.531960	285229.140699	270572.643545	253608.935853	248410.749751	231676.067371	218087.976016	204140.452198	188508.241747	
19	371046.182909	332970.655099	307877.526910	294562.030811	284860.866554	268952.950076	256353.919757	245290.341539	231731.563844	219756.254066	204835.724563	190222.157831	
20	372629.850729	329843.197286	305098.941110	293788.964091	283348.460837	266582.717563	255990.785075	243297.121762	231856.793907	217908.139071	202255.421707	188379.843426	
