#thread	#p0	#p1	#p2	#p3	#p4	#p5	#p6	#p7	#p8	#p9	#p10	#p11
1	295319.137168	250020.407446	223847.712135	215182.226274	206803.491682	198209.404115	189864.583360	180515.742607	171933.932203	162482.768626	153227.105870	143183.441929	
2	243494.499888	210972.847648	188133.316093	181212.358046	174112.389822	167215.255676	159979.662577	152606.255765	145582.158001	138048.588619	129830.879924	122124.612962	
3	232232.591466	206781.732179	185950.017277	180345.586024	172233.633037	165204.287863	159139.914515	152091.479130	144423.809705	136858.735202	128841.127669	120768.290977	
4	246760.287367	222200.816870	195588.133957	188488.782398	178182.058186	172688.434712	166113.419979	157576.016696	149257.901381	140300.868821	131620.074171	122484.417203	
5	232731.354307	211863.281667	190194.855028	181733.026625	175028.724442	165050.930385	160593.039259	152065.771544	144916.073003	138344.860239	129937.083816	121776.863820	
6	231316.830902	218273.461869	190567.362131	187204.113385	180075.233943	173448.319148	164535.437659	156924.447611	147447.519697	139597.113624	132528.671742	123366.847984	
7	225468.037050	213575.180741	194523.459292	181849.728935	179926.420559	168534.634221	159778.591488	153008.719846	147662.955003	138932.042596	133085.759978	123252.559784	
8	227417.997586	222971.165254	188147.120947	183345.476564	175288.368364	172327.418422	160458.675530	152432.960439	145600.948854	138874.449836	129823.722250	121019.741011	
9	222841.876042	210520.031084	184797.789594	184141.095600	176542.806877	164970.951768	156594.147664	153479.047520	144570.278956	136640.331843	128922.309254	120120.896464	
10	223347.032368	202750.930484	180094.161632	177272.962278	171356.643659	163440.421648	157295.364726	151073.759056	144866.467107	135429.066766	128222.375211	120197.029751	
11	219646.410171	202019.736598	179057.226942	175187.401393	168718.329720	163124.030045	157089.924950	148972.246952	142632.116767	132084.901063	126890.565548	117795.956915	
12	207673.371386	200507.070855	177720.527218	176594.297323	167175.060256	160895.463836	154181.841645	147371.268028	140994.029390	132545.629355	126283.107536	117294.674649	
13	217663.161643	199109.550228	175400.520500	170680.433909	164961.482475	160431.671531	154726.559592	147510.744214	139648.439564	133397.986182	125725.711041	117622.095742	
14	216186.405262	201582.087180	181141.143935	174130.630328	166012.736921	159894.129124	152580.259708	148358.018631	141618.977407	132211.621602	124439.707160	116324.229817	
15	214918.366258	198986.075901	172696.770579	172178.979000	166238.542519	159707.615624	154299.521647	146092.819204	138942.431080	132636.255837	123506.558110	117350.078464	
16	207045.234737	199210.654663	173706.161109	169301.076359	164376.499520	158390.460152	154896.469211	146613.061531	141004.348101	132748.673466	124199.110121	114796.206528	
17	211072.032997	195078.954393	172687.653484	172095.630247	165014.813236	159045.679894	154454.268888	147999.608609	137976.946254	130619.889240	124487.035493	117390.020601	
18	208346.497564	197185.799397	172229.374286	169448.829246	157621.542462	156667.537536	153197.440125	143607.221561	137565.387190	130519.169069	121888.465822	113934.964496	
19	208095.173681	196325.487114	171900.538146	164653.227200	165231.952772	156351.266648	150355.527574	144167.122015	133703.099019	129336.830213	121525.013162	114728.449160	
20	208523.672134	195492.193646	176193.351262	165788.943923	162145.073275	155687.950775	149392.649876	144575.515970	134947.135115	130597.484506	122258.543266	113281.418735	
