56.996273,40.689708,70.000000,252408.387940,11,4
104.059935,39.579575,70.000000,322367.503035,11,5
151.755567,40.685597,70.000000,383411.562267,11,6
199.878139,41.987807,70.000000,443000.946141,11,7
249.270623,42.518548,70.000000,497282.294677,11,8
298.596763,44.156415,70.000000,559275.966665,11,9
347.909410,44.935274,70.000000,623191.361509,11,10
398.625508,47.283745,70.000000,666686.106531,11,11
490.585029,46.180206,70.000000,463090.693159,11,12
538.173728,37.043096,70.000000,190744.378507,11,3
587.591348,47.510397,70.000000,722598.016746,10,11
633.770114,48.943684,70.000000,763690.715443,9,11
678.926882,50.357696,70.000000,797684.406218,8,11
721.479747,55.787347,70.000000,848436.878170,7,11
761.805666,56.922674,70.000000,894140.237842,6,11
800.607745,60.331223,70.000000,929306.067516,5,11
837.496948,60.787485,70.000000,975412.916555,4,11
872.788817,64.541191,70.000000,1014106.906883,3,11
906.039536,67.712826,70.000000,1055516.723575,2,11
938.791673,64.800410,70.000000,1088956.842078,1,11
972.210082,67.069700,70.000000,1068622.209931,0,11
1003.260370,70.005176,70.000000,1104011.845518,0,11
1035.898340,66.309931,70.000000,1093198.537280,1,11
1068.256245,68.781322,70.000000,1084013.784686,0,11
1101.126798,66.655837,70.000000,1085662.364841,1,11
1131.709481,67.343861,70.000000,1100189.270784,1,11
1164.322874,70.570960,70.000000,1093685.382895,0,11
1196.927841,67.537536,70.000000,1095293.203433,1,11
1229.211564,68.994424,70.000000,1089058.329571,0,11
1260.915359,70.111815,70.000000,1122796.061282,1,11
1290.853898,79.812353,70.000000,1144079.912051,1,11
1321.422821,77.538646,70.000000,1148256.946444,0,11
1352.235187,77.417286,70.000000,1138924.465504,1,11
1382.262053,79.514726,70.000000,1135829.049983,1,11
1412.186334,74.907944,70.000000,1125490.652288,1,11
1442.223032,75.616024,70.000000,1138285.370836,1,11
1472.269847,77.184928,70.000000,1121044.167703,1,11
1504.354726,76.363974,70.000000,1109688.885342,2,11
